brand,carname,salesranking,launchedinput,movrating,heroimage,heroimagename,grayimage,grayname,bodytype,subbodytype,active,redimage,redname,blueimage,blueimagename,blackimage,blackimagename,greenimage,greenimagename,creamimage,creamimagename,brownimage,brownimagename,yellowimage,yellowimagename,purpleimage,purpleimagename,whiteimage,whitename,seater,fueltype,transmissiontype,NCAP,upcoming,itext,carbrowsher,pro,cons,asliheader1,aslisummary1,engineh1,engineh2,enginesummary1,engineauto1,engineimt1,enginemanual1,engineh2a,engineh21,enginesummary2,engineauto2,engineimt2,enginemanual2,engineh3,engineh31,enginesummary3,engineauto3,engineimt3,enginemanual3,engineh4,engineh41,enginesummary4,engineauto4,engineimt4,enginemanual4,standard,extended,Service,keyF1,keyF1text,keyF2,keyF2text,keyF3,keyF3text,keyF4,keyF4text,keyF5,keyF5text,keyF6,keyF6text,keyF7,keyF7text,keyF8,keyF8text,keyF9,keyF9text,keyF10,keyF10text,keyF11,keyF11text,keyF12,keyF12text,keyF13,keyF13text,keyF14,keyF14text,keyF15,keyF15text,keyF16,keyF16text,keyF17,keyF17text,keyF18,keyF18text,keyF19,keyF19text,keyF20,keyF20text,spaceC1,spaceC1text,spaceC2,spaceC2text,spaceC3,spaceC3text,spaceC4,spaceC4text,spaceC5,spaceC5text,spaceC6,spaceC6text,spaceC7,spaceC7text,spaceC8,spaceC8text,spaceC9,spaceC9text,spaceC10,spaceC10text,spaceC11,spaceC11text,spaceC12,spaceC12text,spaceC13,spaceC13text,spaceC14,spaceC14text,spaceC15,spaceC15text,spaceC16,spaceC16text,spaceC17,spaceC17text,spaceC18,spaceC18text,spaceC19,spaceC19text,spaceC20,spaceC20text,storageC1,storageC1text,storageC2,storageC2text,storageC3,storageC3text,storageC4,storageC4text,storageC5,storageC5text,storageC6,storageC6text,storageC7,storageC7text,storageC8,storageC8text,storageC9,storageC9text,storageC10,storageC10text,storageC11,storageC11text,storageC12,storageC12text,storageC13,storageC13text,storageC14,storageC14text,storageC15,storageC15text,storageC16,storageC16text,storageC17,storageC17text,storageC18,storageC18text,storageC19,storageC19text,storageC20,storageC20text,
662526a41dc6cd46bdca6ac0,Fortuner,Updated,2022,3.8,,,,,SUV,FULL SIZE,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>Powerful engine with smooth gearbox is a great combination</li><li> Great road presence</li><li> With good ground clearance and suspension capable for off-roading as well</li><li> great resale value</li></ul>,<ul><li>Very expensive car doesn't justify the the price properly</li><li> Steering feedback on low speed would bother you</li><li> Body roll can be felt in corners</li><li> lack of modern features is a major downside</li></ul>,662526a41dc6cd46bdca6ac0 Fortuner,,2.7 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","164 Bhp, 245 Nm, 6-Speed",,"164 Bhp, 245 Nm, 5-Speed",2.8 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","201 Bhp, 500 Nm, 6-Speed",,"201 Bhp, 420 Nm, 5-Speed",,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Fortuner Legender,Updated,2022,4.2,,,,,SUV,FULL SIZE,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Powerful engine with smooth gearbox is a great combination</li><li> Great road presence</li><li> With good ground clearance and suspension capable for off-roading as well</li><li> great resale value</li></ul>,<ul><li>Very expensive car doesn't justify the the price properly</li><li> Steering feedback on low speed would bother you</li><li> Body roll can be felt in corners</li><li> lack of modern features is a major downside</li></ul>,662526a41dc6cd46bdca6ac0 Fortuner Legender,,2.8 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","201 Bhp, 500 Nm, 6-Speed",,"201 Bhp, 420 Nm, 5-Speed",,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Glanza,Updated,2022,3.8,,,,,Hatchback,PREMIUM LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AMT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>The varied visual gives the car a different identity</li><li> Spacious car with ample storage spaces</li></ul>,<ul><li> A high and slightly narrow loading lip makes the boot a chore to load it</li><li> The air-con vent console restricts legroom</li><li> no headrest</li></ul>,662526a41dc6cd46bdca6ac0 Glanza,,1.2 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","88 Bhp, 113 Nm, 5-Speed",,"88 Bhp, 113 Nm, 5-Speed",1.2 Litre CNG,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>",,,"76 Bhp, 98 Nm, 5-Speed",,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Hilux,Updated,2022,4.2,,,,,SUV,FULL SIZE,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>It's big and bold</li><li> comes with legendary bulletproof reliability of the Hilux moniker</li></ul>,<ul><li>Can't match ride quality of Normal cars and SUVs</li><li> will be difficult to use/park in the urban environment of our cities</li><li> Pricing on the higher side for those who will see a real use of this vehicle</li></ul>,662526a41dc6cd46bdca6ac0 Hilux,,2.8 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","201 Bhp, 500 Nm, 6-Speed",,"201 Bhp, 420 Nm, 5-Speed",,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Innova Crysta,Updated,2022,3.8,,,,,MPV,PREMIUM LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li><li>8</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>One of the comfortable 7-seaters in the market</li><li> 662526a41dc6cd46bdca6ac0 brand is known for its long term reliability</li><li> Powerful Diesel engine.</li></ul>,<ul><li>No Automatic Transmission available</li><li> No other powertrain option except Diesel MT engine</li><li> Mileage of the engine is not the best in the segment.</li></ul>,662526a41dc6cd46bdca6ac0 Innova Crysta,,2.4 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"148 Bhp, 343 Nm, 5-Speed",,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Innova Hycross,Launched,2023,4.2,,,,,MPV,PREMIUM LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li><li>8</li></ul>,<ul><li>Petrol</li><li>Hybrid</li></ul>,<ul><li>CVT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Fuel efficient Hybrid petrol engine with claimed mileage of 21.1 kmpl</li><li> Good road presence with bigger dimensions</li><li> 3rd row has good legroom and space also suitable for adults.</li></ul>,<ul><li>No manual transmission options</li><li> Mileage figures of Normal petrol engine is not released yet but it is expected to be low</li><li> Big car would be difficult to maneuver in city.</li></ul>,662526a41dc6cd46bdca6ac0 Innova Hycross,,2 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","173 Bhp, 209 Nm, NA",,,2 Litre Hybrid (Petrol+Electric),An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","184 Bhp, 188 Nm, NA",,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Rumion,Launched,2023,3.8,,,,,MPV,MID-LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li></ul>,<ul><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,3,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Incredible Mileage Figures Of 20Kmpl+ With Manual As Well As Automatic</li><li> Large Seats Add To Overall Comfort</li><li> Great For Doing Long Distance Driving</li><li> Overall Spacious In All Three Rows</li></ul>,<ul><li>Interior Plastic Quality Is Very Poor</li><li> Not As Fun To Drive Like The Older Diesel Models</li><li> Build quality is not the strong point of this car.</li></ul>,662526a41dc6cd46bdca6ac0 Rumion,,1.5 Litre Petrol ,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","102 Bhp, 137 Nm, 6-Speed",,"102 Bhp, 137 Nm, 5-Speed",1.5 Litre CNG,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>",,,"87 Bhp, 121 Nm, 5-Speed",,,,,,,,,,,,,"4 Years / 1,00,000 Kms","6 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Urban Cruiser-Hyryder,Launched,2022,4.2,,,,,SUV,COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Hybrid</li><li>Petrol</li><li>CNG</li></ul>,<ul><li>Manual</li><li>AT</li><li>CVT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>Good Road Presence</li><li> Hybrid Technology Gives Good Mileage In City Usage</li><li> Suspension Is Tuned Perfectly For Comfortable Ride In Bad Roads As Well</li><li> 662526a41dc6cd46bdca6ac0's  After Sales is reliable in the Market.</li></ul>,<ul><li>Engine Power Is Linear And Lacks Torque For Urgent Overtakes</li><li> Strong Hybrid Is Quite Expensive</li><li> No Diesel Or Turbo-Petrol Engine Option. 2nd Row Head Room is not that good.</li></ul>,662526a41dc6cd46bdca6ac0 Urban Cruiser-Hyryder,,1.5 Litre Petrol ,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","102 Bhp, 137 Nm, 6-Speed",,"102 Bhp, 137 Nm, 5-Speed",1.5 Litre CNG,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>",,,"87 Bhp, 121 Nm, 5-Speed",1.5 Litre Hybrid (Petrol+Electric),Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>",,,"114 Bhp, 141 Nm, NA",,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Land Cruiser LC300,Launched,2023,3.8,,,,,SUV,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac0 Land Cruiser LC300,,3.3 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","304 Bhp, 700 Nm, 8-Speed",,,,,,,,,,,,,,,,,,,,,"5 Years / 1,00,000 Kms","7 Years / 1,50,000 Kms","10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Vellfire,Launched,2023,4.2,,,,,MPV,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>4</li><li>7</li></ul>,<ul><li>Hybrid</li></ul>,<ul><li>CVT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac0 Vellfire,,2.5 Litre Hybrid (Petrol+Electric),Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","142 Bhp, 240 Nm, NA",,,,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,A-Class Limousine,Updated,2022,3.8,,,,,Sedan,ENTRY LEVEL LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li><li>DCT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 A-Class Limousine,,1.3 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","161 Bhp, 270 Nm, 7-Speed",,,,,,,,,,,,,,,,,,,,,"3 Years / 1,60,000 Kms","3 Years / 1,60,000 Kms","10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLA,Updated,2023,4.2,,,,,SUV,SUB-COMPACT LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>DCT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLA,,1.3 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","161 Bhp, 250 Nm, 7-Speed",,,2 Litre Diesel,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","188 Bhp, 400 Nm, 8-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,EQB,Updated,2022,3.8,,,,,SUV,FLAGSHIP LUXURY ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>6</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 EQB,,66.5 kWh Electric,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","225 Bhp, 390 Nm, NA",,,"66.5 kWh	Electric",Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","288 Bhp, 520 Nm, NA",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLB,Updated,2022,4.2,,,,,SUV,COMPACT LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>6</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>DCT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLB,,1.3 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","160 Bhp, 250 Nm, 7-Speed",,,2 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","188 Bhp, 400 Nm, 8-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,C-Class,Updated,2022,3.8,,,,,Sedan,COMPACT LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>AT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 C-Class,,1.5 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","201 Bhp, 300 Nm, 9-Speed",,,2 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","197 Bhp, 440 Nm, 9-Speed",,,2 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","261 Bhp, 550 Nm, 9-Speed",,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLC,Updated,2024,4.2,,,,,SUV,COMPACT LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLC,,2 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","255 Bhp, 400 Nm, 9-Speed",,,2 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","194 Bhp, 440 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLC Coupe,Updated,2022,3.8,,,,,SUV,COMPACT LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLC Coupe,,2 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","255 Bhp, 370 Nm, 9-Speed",,,2 Litre Diesel,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","241 Bhp, 500 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
